Id,SalePrice
1461,142082.77735232675
1462,204618.0579714469
1463,246176.7415485204
1464,264123.3892300087
1465,294293.5266459167
1466,240696.7469178363
1467,218818.2512151056
1468,223478.29211374413
1469,337666.8358663285
1470,189647.94058502818
1471,240576.15415992026
1472,181702.42868497508
1473,181702.42868497508
1474,219636.356209833
1475,178506.80011058415
1476,419295.39565636794
1477,323987.511003814
1478,387767.48576124536
1479,400276.11387615546
1480,514293.0821704122
1481,474410.2091802554
1482,353065.6298371903
1483,270184.8736091504
1484,332849.1161814439
1485,284969.3054409707
1486,286288.0450747295
1487,471843.6906813189
1488,273871.9973211476
1489,290459.38603940036
1490,312981.0563048203
1491,405346.31648064754
1492,152078.19821975954
1493,265303.59078200685
1494,403332.1185553879
1495,422144.5859236936
1496,368612.4385789405
1497,257121.38479519656
1498,399141.48795763694
1499,258032.6411828448
1500,272518.71503377333
1501,256183.5891397516
1502,263984.1101759678
1503,344468.6008892454
1504,304285.5902726564
1505,286535.34030983644
1506,226612.5069406987
1507,383339.20906147605
1508,217762.46512902805
1509,219177.46882904865
1510,201190.0290585748
1511,228032.30218671568
1512,226579.42143355813
1513,190195.57067973295
1514,202283.35422638984
1515,214607.5706295753
1516,204675.73019746225
1517,317502.0465943432
1518,184106.08319374267
1519,280340.2706144172
1520,182222.6614296317
1521,205285.38783911517
1522,194389.85830967844
1523,180324.79305671545
1524,193726.93359986314
1525,174070.6066302604
1526,214318.89884399436
1527,171144.94641808252
1528,158099.47088574458
1529,181190.8150605519
1530,226688.74083199698
1531,179503.47405600772
1532,168209.40755248963
1533,246611.55072392308
1534,199961.08060794073
1535,214169.84868982362
1536,177404.5502094225
1537,139179.73607571542
1538,256381.20817634955
1539,250604.66052869568
1540,310779.34389910975
1541,182979.21182016574
1542,177404.5502094225
1543,246206.48125934118
1544,188048.36744699607
1545,142880.49598197322
1546,177389.25419112257
1547,200998.5507235303
1548,176894.73430867595
1549,193819.75688303373
1550,177389.25419112257
1551,172143.83879299107
1552,182494.18777119787
1553,253376.42181479017
1554,170858.59855883673
1555,214928.29506575002
1556,192455.11852586165
1557,172837.09807011668
1558,165483.57532687037
1559,211011.69197347524
1560,211885.15719782308
1561,162881.15476245643
1562,272203.8422627545
1563,207777.30951225586
1564,258075.99317471884
1565,220232.55744023656
1566,337396.5857866306
1567,149790.40639770366
1568,400872.46422356105
1569,261526.65903833616
1570,221244.74580469244
1571,210896.72096562496
1572,223532.3967002909
1573,348188.153257496
1574,196643.08116049782
1575,379463.953445368
1576,293510.9232240271
1577,294127.94127152965
1578,178760.41791627146
1579,219376.8007744224
1580,239490.8057854619
1581,225730.618786486
1582,214318.89884399436
1583,309156.04157310893
1584,284388.75239499996
1585,302087.2228946909
1586,159017.83298998507
1587,169543.06140667104
1588,249934.76016635456
1589,172541.408834111
1590,221876.90476813182
1591,172238.5380732025
1592,246998.26708056816
1593,182647.25918881525
1594,206136.6441736183
1595,179830.27317426883
1596,250074.42423123505
1597,237445.07354273
1598,270008.43343795516
1599,369149.04496036563
1600,333694.3177892018
1601,162910.46974868694
1602,199938.04148326354
1603,161804.4999554812
1604,444033.6939463213
1605,285104.3712985782
1606,224750.76236889503
1607,184114.77764555928
1608,300579.5337616361
1609,272288.68121467176
1610,235244.62216311705
1611,202324.9592156165
1612,321868.02427221154
1613,186359.58417193717
1614,231401.46257822294
1615,164831.41345731035
1616,158207.01469642902
1617,165775.68442712835
1618,182647.25918881525
1619,280835.27224821143
1620,199246.94568580666
1621,217953.79246946564
1622,255145.621369617
1623,335464.3103386272
1624,423986.0242951177
1625,181577.40393081785
1626,202693.85710310927
1627,238991.7457835771
1628,440201.947448717
1629,245672.06856741227
1630,393366.1135685592
1631,351904.4852024785
1632,295501.0715247521
1633,261231.64959080378
1634,269113.21684556775
1635,295252.08195765316
1636,243271.0108492487
1637,241437.15248685994
1638,256922.28861245615
1639,207507.9271877615
1640,276526.04484039993
1641,215011.12097580865
1642,458886.03105481406
1643,290583.8220904192
1644,285823.92989186174
1645,229297.82706568885
1646,209989.3947728744
1647,206154.41754810425
1648,204645.28799745737
1649,197419.3431169548
1650,174070.6066302604
1651,170372.1134253858
1652,181702.42868497508
1653,147178.37445752567
1654,206363.67673870476
1655,168638.95679005276
1656,209957.65901499987
1657,204129.40816087511
1658,240056.2238400772
1659,173897.503355155
1660,254073.61191692177
1661,442406.30109489366
1662,409703.76754566084
1663,490620.66906569176
1664,560823.3999728186
1665,391922.19814863906
1666,486500.9474499506
1667,540429.0834838495
1668,490620.66906569176
1669,470158.22826266557
1670,397231.8962662393
1671,310189.763955835
1672,385341.924702567
1673,332163.65790611546
1674,314907.6718819112
1675,351307.9989206555
1676,361206.6546114405
1677,281965.46621816535
1678,541909.1296665185
1679,502403.1106067399
1680,386881.9979503898
1681,345742.08156837756
1682,486019.77089876716
1683,280467.2288670473
1684,275993.0560097303
1685,400950.97979407996
1686,332849.1161814439
1687,336298.9729117861
1688,286288.0450747295
1689,400950.97979407996
1690,290176.000743151
1691,296845.36074977706
1692,325659.43148972327
1693,338348.90799915337
1694,246176.7415485204
1695,220908.25492921035
1696,297855.29693382623
1697,214887.95169672652
1698,537904.1500631449
1699,455132.8209006949
1700,415651.6230102776
1701,422144.5859236936
1702,360461.7376253821
1703,276778.7349310094
1704,371423.17458597384
1705,411371.3603587484
1706,461217.14740206604
1707,298390.6764064873
1708,283956.11155742937
1709,360461.7376253821
1710,300323.0109669489
1711,344857.99507849314
1712,290940.5625905838
1713,307987.9940060239
1714,272049.2664589078
1715,300310.0037427903
1716,267676.9276257285
1717,280340.2706144172
1718,221190.84111004215
1719,445873.36008042225
1720,362840.93431816675
1721,250858.82372937712
1722,221190.84111004215
1723,232003.67167631956
1724,272288.68121467176
1725,297486.50975389325
1726,295464.1253593348
1727,246560.3851371842
1728,269995.8585778268
1729,233128.9365834889
1730,226079.22744223595
1731,190355.58405242555
1732,189843.1205027784
1733,184349.16521691234
1734,202742.73405676894
1735,260739.22471428552
1736,168161.18533788662
1737,362840.93431816675
1738,364933.88592198153
1739,246829.8605485047
1740,272437.16942430683
1741,281209.68405827787
1742,256183.5891397516
1743,256524.6527610612
1744,378760.81594027014
1745,377695.41710283566
1746,213723.8337107337
1747,362110.9540652553
1748,258651.96607601046
1749,238088.45319174038
1750,216921.1000058762
1751,271151.38117044134
1752,206830.8943675104
1753,186205.00704032788
1754,222991.65827895526
1755,253809.88434665004
1756,181190.4238026591
1757,184746.18303540046
1758,203186.46399252996
1759,149825.11098946305
1760,230201.83979926253
1761,220503.68205922263
1762,231077.04980053476
1763,342392.84913562454
1764,184605.03136106097
1765,224559.87475466687
1766,203457.38478232065
1767,212273.70523086115
1768,234502.38081548593
1769,188910.89788969612
1770,230801.49883255997
1771,188556.78409797733
1772,171462.29608525717
1773,149627.79073318184
1774,177071.05157900517
1775,187433.35256372893
1776,183596.44865380513
1777,197700.94562378727
1778,241450.7214500036
1779,215981.59095297495
1780,275606.5772399418
1781,190995.62920461813
1782,176701.40456308314
1783,228608.92295535537
1784,226965.98394678795
1785,198581.3802668508
1786,233529.88335383474
1787,258516.7596220064
1788,181915.18071959552
1789,210124.11244232804
1790,176701.40456308314
1791,223446.24525740888
1792,189905.87179315265
1793,205160.38814531825
1794,312550.8850690284
1795,210179.33903410402
1796,262768.48179187306
1797,197148.8924405779
1798,199419.0510351227
1799,168161.18533788662
1800,305458.4673022416
1801,179265.3464109536
1802,184076.76267339036
1803,201066.51025230333
1804,303520.854199475
1805,218820.14979956456
1806,206691.23356098356
1807,254160.45068858063
1808,209570.24477324207
1809,220620.677421501
1810,184676.23044219846
1811,182798.4246514393
1812,149684.6273983984
1813,176329.80754536073
1814,159582.0793764965
1815,157317.03863755765
1816,200466.30819515538
1817,249545.21388293384
1818,338349.9133686551
1819,215212.82760560574
1820,164045.07216328144
1821,163948.73104799088
1822,216906.8818260945
1823,138271.2687829893
1824,197561.53706708195
1825,174796.81450458287
1826,193270.12613801844
1827,169060.0331891869
1828,176329.80754536073
1829,169248.884753313
1830,175481.4972410713
1831,177865.9885708832
1832,164482.96126249252
1833,186833.332541738
1834,230973.11140443626
1835,188174.13567439571
1836,169113.76070967974
1837,253357.8440248269
1838,167770.22999972565
1839,185205.11375499296
1840,230201.8849596537
1841,218454.4101045812
1842,151757.42431175124
1843,219301.326350748
1844,278404.7232645266
1845,204975.6365833632
1846,239963.6439006203
1847,238789.94990810717
1848,178548.38903110812
1849,184232.62110533493
1850,168424.03319757545
1851,208046.54957443062
1852,222805.06027543562
1853,332639.9433474836
1854,267886.0636006556
1855,319969.7876190781
1856,297031.0739314754
1857,277529.48318164254
1858,224158.41446896308
1859,196042.28646135394
1860,314472.9141442165
1861,204618.9390199088
1862,263140.68607830256
1863,263140.68607830256
1864,263140.68607830256
1865,496032.4444355208
1866,457845.6600860473
1867,337717.6445989915
1868,402605.1990206396
1869,350380.98758768034
1870,350380.98758768034
1871,436860.9139474519
1872,406469.95241416636
1873,415141.04580195405
1874,198031.65856622774
1875,246582.18627644473
1876,243969.0019777754
1877,279280.82396865543
1878,354356.5741175464
1879,230535.65012192677
1880,184638.90988311416
1881,362852.98891972675
1882,415728.44880939554
1883,278872.54266818863
1884,278872.54266818863
1885,380260.8665185137
1886,447153.3729569312
1887,341370.4248388874
1888,350380.98758768034
1889,290795.29819388175
1890,224271.90375320255
1891,214350.78225823925
1892,160415.6880586165
1893,223225.22559097744
1894,173354.29989358888
1895,209561.03248501453
1896,178540.44642147742
1897,179934.96639190745
1898,194796.2699849392
1899,266176.4117619245
1900,312251.5658298555
1901,233136.9764873864
1902,220254.50046069772
1903,222685.2818542739
1904,248545.4475807363
1905,250763.92215659746
1906,207909.1876177963
1907,297701.1478898093
1908,168377.7526933645
1909,354116.4336597274
1910,193947.66267975143
1911,243660.75429949196
1912,339926.0438996565
1913,182784.80911075798
1914,126282.90054325527
1915,491287.33068131946
1916,146532.61921646274
1917,295249.6494310987
1918,227996.83473006592
1919,206201.0339623139
1920,205931.5229332044
1921,467646.91396355303
1922,447199.7292406678
1923,278313.2949869163
1924,324372.9318024956
1925,281055.6252474691
1926,471775.64258043654
1927,235626.17630654643
1928,207222.44044701985
1929,209741.7905820086
1930,246511.7500576348
1931,206640.54365918826
1932,228029.302059223
1933,363654.5563611971
1934,228291.26677612934
1935,240410.85152342237
1936,326966.9648389482
1937,253767.5643007075
1938,276768.17742305336
1939,476635.4207893573
1940,350726.9695226132
1941,233382.35602301027
1942,269309.31673135614
1943,390207.5996557104
1944,584702.034313333
1945,518717.3156305243
1946,187176.90760812772
1947,443026.87620676984
1948,207523.01290360666
1949,364813.9475333297
1950,254755.57581856832
1951,279469.5073057854
1952,250815.1720778829
1953,229007.9067890149
1954,302905.0161352355
1955,201674.17616011255
1956,269670.60145709023
1957,174780.27678995713
1958,286375.76830956363
1959,286666.7678742363
1960,237522.41970623503
1961,177709.10776596874
1962,180642.98203921324
1963,180642.98203921324
1964,180642.98203921324
1965,171195.14636072118
1966,185941.96691383372
1967,407570.8990335876
1968,537305.1305662208
1969,513233.6355246504
1970,579649.1682720599
1971,596754.7149556484
1972,531284.600525106
1973,478892.3480226839
1974,414559.32049473486
1975,531128.7598501217
1976,374623.7812707595
1977,502520.21094893373
1978,571611.2753842805
1979,319667.3562668154
1980,280906.0195724036
1981,384216.3300858701
1982,282421.3127147863
1983,280815.0914960284
1984,269736.02969121776
1985,360269.11144886777
1986,266084.1298188251
1987,378629.59809161344
1988,276635.5153920656
1989,285228.5984289677
1990,285228.5984289677
1991,294821.6531947745
1992,353793.54019347235
1993,274933.60936396854
1994,271658.316145872
1995,238254.36116106072
1996,415702.11577214446
1997,585235.1086135834
1998,472977.1231963485
1999,463828.98830516567
2000,506350.8237863087
2001,522077.43595040083
2002,289793.7853091369
2003,422767.98967889766
2004,454587.4051380671
2005,322005.72389534034
2006,294923.4417534862
2007,344393.8908455942
2008,328954.4141299365
2009,403983.7407173778
2010,395603.26586567546
2011,230944.22503055772
2012,338198.82115017495
2013,293055.4874016093
2014,308890.75256450166
2015,422987.54327977495
2016,293055.4874016093
2017,309371.9291156851
2018,192393.1580636447
2019,233011.8279478091
2020,213070.2423038047
2021,189636.877939933
2022,248349.65252849244
2023,185357.74665405788
2024,419344.0515761456
2025,495779.45165739866
2026,262562.7312438277
2027,272667.714145178
2028,240368.8789206579
2029,224679.71072430947
2030,363190.43523207644
2031,366301.2695422144
2032,383809.6539177617
2033,352621.38408304355
2034,248972.17855743002
2035,256160.63244198431
2036,252790.65206924878
2037,252790.65206924878
2038,434206.4588718349
2039,408650.5767888896
2040,281513.5073046018
2041,343220.42433498614
2042,269131.91110250325
2043,246218.50979608766
2044,209243.5112603596
2045,206378.4743567675
2046,177338.58046692147
2047,201127.28799210777
2048,217972.3341607783
2049,184748.54257607786
2050,243752.70542507546
2051,223143.84364782053
2052,193406.78048273426
2053,235798.53337444822
2054,202829.19402020483
2055,227409.851567916
2056,235445.81865831482
2057,200130.58241281295
2058,278825.3599874008
2059,163507.60433877844
2060,249931.89250924342
2061,209996.95115453526
2062,198031.65856622774
2063,230709.58242412092
2064,148765.6643437012
2065,139730.01929563825
2066,198278.44754605816
2067,216465.5385744467
2068,175641.9579173213
2069,154918.0500375813
2070,178770.826528507
2071,210232.4374878838
2072,170194.17396995213
2073,216400.69670911942
2074,220246.5362897462
2075,222453.84199036242
2076,193400.60731822424
2077,223278.92906600525
2078,179630.14398759612
2079,175500.1101148355
2080,170688.69385239875
2081,175484.81409653556
2082,200347.61381971656
2083,221868.08584306357
2084,175641.9579173213
2085,179217.25335759504
2086,162469.2360130024
2087,163460.34630535418
2088,162384.0374159073
2089,166288.27190309245
2090,255623.0325889469
2091,171023.87140047736
2092,171533.68730122392
2093,182936.65669554658
2094,248574.95625984404
2095,176345.10356366067
2096,151756.66854251915
2097,204240.17981018324
2098,180570.61350550083
2099,149327.5200733072
2100,152401.4432841959
2101,156208.15299850778
2102,184691.5264604984
2103,171039.1674187773
2104,184676.23044219846
2105,249545.21388293384
2106,169627.69475337843
2107,266274.6703929973
2108,183537.39996909915
2109,169060.0331891869
2110,194161.95554634143
2111,215217.68121054798
2112,183566.9467726438
2113,212600.58614331522
2114,184630.74872069395
2115,204533.7494855069
2116,176179.85036158553
2117,133244.39677765645
2118,176345.10356366067
2119,171548.98331952386
2120,205921.98496966276
2121,179902.28036569146
2122,176345.10356366067
2123,159157.87889146348
2124,169249.62718631662
2125,186790.4503070836
2126,216010.53069491492
2127,210911.00667070132
2128,217610.89469931458
2129,192780.1862859193
2130,182256.30385065428
2131,169129.05672797968
2132,172504.98976478536
2133,166640.10659764273
2134,173925.1769721165
2135,157162.1527849523
2136,146790.29285825594
2137,202818.79632192478
2138,307332.94610447664
2139,240185.61054135574
2140,251633.79853734048
2141,284123.36495891394
2142,233798.65700194717
2143,201858.73714796195
2144,185317.85963615938
2145,250037.92362234666
2146,276808.0674386007
2147,262232.9943587834
2148,216632.4248366852
2149,303130.2713504394
2150,286409.45543795393
2151,185346.12095658024
2152,229992.04752566424
2153,277788.1030292639
2154,223865.74773231562
2155,221390.867666268
2156,303604.46236961393
2157,299091.6756614139
2158,301548.80264294386
2159,345289.08603900607
2160,295407.05178282515
2161,353207.2212842011
2162,422597.315683089
2163,448905.4817466106
2164,383614.5405754834
2165,242416.4546416443
2166,197878.7469665164
2167,344462.5776782593
2168,274608.3268061975
2169,418469.81456830644
2170,293055.4874016093
2171,241863.37229344485
2172,240474.74423858483
2173,192502.2189523113
2174,282848.1291980547
2175,426573.1966626827
2176,442383.54819132545
2177,292890.94862806506
2178,402264.4400450636
2179,300546.59969774564
2180,183721.41837464605
2181,348918.39746753906
2182,293068.49462576787
2183,350380.98758768034
2184,193985.68530061792
2185,276964.1527068419
2186,202542.5218439742
2187,220356.36180506533
2188,310744.20627080626
2189,220889.5005434201
2190,153536.02935867928
2191,156959.9654118336
2192,190089.54667702504
2193,209232.3006656173
2194,185736.30773544055
2195,218425.15981783826
2196,220468.05730790758
2197,211096.10858477227
2198,168703.05528474695
2199,175582.75288921795
2200,236662.71196657215
2201,215460.15909824497
2202,271965.43212821754
2203,227967.66865510138
2204,259712.63973761973
2205,211354.82351989902
2206,208353.61465977543
2207,261574.04111666378
2208,279016.05548654316
2209,237457.97917702296
2210,180787.57751132513
2211,150243.96046425495
2212,166357.2954418852
2213,177622.20593693838
2214,235694.1302239842
2215,181934.21823922172
2216,186860.8915042502
2217,168755.90226529154
2218,148984.90081823058
2219,132929.31860332232
2220,308381.3204191951
2221,491287.33068131946
2222,461989.63593814534
2223,378767.6053087658
2224,377718.7106151255
2225,216238.5478081597
2226,220516.07899446963
2227,334845.9955990839
2228,443541.70296174934
2229,428398.5392089013
2230,218654.25194336975
2231,419099.8671075467
2232,203352.37848960128
2233,324596.7193529121
2234,392153.0071385698
2235,388817.5283635271
2236,350862.1641388638
2237,376826.7035826641
2238,251598.28140599863
2239,180190.72916686165
2240,210230.5573135913
2241,219738.4751614879
2242,164862.01090379484
2243,179078.34766963578
2244,203156.4029101387
2245,216153.1200009534
2246,214609.09399015634
2247,163771.9668115485
2248,180207.02129846168
2249,240242.72076091447
2250,199981.38138291
2251,162889.57814031167
2252,181587.8125430534
2253,222723.43758707526
2254,241731.133122272
2255,237186.1993122399
2256,295318.8176416658
2257,228540.89741689456
2258,250355.00762282938
2259,238552.11289754705
2260,249482.0710842407
2261,316208.26480340067
2262,386021.30146112957
2263,562114.7750716448
2264,493812.33121180977
2265,269524.0620804432
2266,441540.7633829901
2267,489978.72535731806
2268,621116.3425218476
2269,203319.58969946633
2270,280718.3532208141
2271,277341.5540725921
2272,270741.54499460245
2273,235822.68418965684
2274,224976.4146967259
2275,231145.47505646574
2276,350838.5257567915
2277,201462.97395577127
2278,173011.15998449855
2279,244011.76420744503
2280,170372.1134253858
2281,321461.72737616947
2282,257003.1297369506
2283,180642.98203921324
2284,195277.85849656316
2285,192557.55884231123
2286,199522.00155253088
2287,559733.387171893
2288,455039.008145604
2289,434054.9987871957
2290,618436.0060974754
2291,417724.8505094532
2292,513233.6355246504
2293,574005.5284316784
2294,599280.0232393176
2295,514117.0625440418
2296,309920.34337867127
2297,629066.6768095093
2298,544679.3558416956
2299,476096.647765344
2300,498544.6244190677
2301,565903.623021789
2302,370167.01818971
2303,299066.854570685
2304,338858.4026569901
2305,364635.4259156427
2306,355555.58679374
2307,350248.55227489374
2308,360147.2079656787
2309,362231.77215091995
2310,298228.4672301848
2311,280906.0195724036
2312,267383.70304193656
2313,274933.60936396854
2314,269812.101537904
2315,280766.09242982557
2316,275976.7860788387
2317,324484.53109412076
2318,412521.44784169854
2319,287563.52405734913
2320,268114.2246707162
2321,365828.6161571584
2322,342810.5747391183
2323,371119.6330536675
2324,287349.7320975442
2325,338757.9849073934
2326,279902.9686300077
2327,285228.5984289677
2328,295195.57209782576
2329,244636.11835157513
2330,232155.0796462515
2331,553462.6843246114
2332,667398.0436598362
2333,415651.6230102776
2334,399435.6597360258
2335,475207.8201539603
2336,411767.58983778587
2337,260606.2003679779
2338,276254.8254347234
2339,357057.233834283
2340,441293.5645936448
2341,265083.20408974215
2342,356576.05728309957
2343,356576.05728309957
2344,285067.61236360786
2345,296509.1913381175
2346,294923.4417534862
2347,277424.3042643292
2348,434593.6089043205
2349,272861.26205619995
2350,492075.20357899985
2351,381978.81685962534
2352,346095.7968736912
2353,421923.51850481477
2354,185560.0746293987
2355,249799.37708361528
2356,260612.2076498927
2357,268319.38700806367
2358,278488.64097863744
2359,194453.5440617056
2360,179005.01932444057
2361,214348.10028030342
2362,312866.33909436775
2363,265818.20637235086
2364,335529.28366899455
2365,326585.51211240015
2366,284416.76266987994
2367,284416.76266987994
2368,307769.7313687512
2369,257337.33955471634
2370,232438.35705078128
2371,252790.65206924878
2372,279777.80469003797
2373,328511.2415431895
2374,454605.01023739204
2375,377470.5594132774
2376,294607.12752456113
2377,399515.64729475934
2378,193782.42649009574
2379,227634.8345454468
2380,229944.74147231758
2381,217088.7484875283
2382,221219.1760194914
2383,245019.69906149353
2384,267707.15199080086
2385,214649.1488220812
2386,191595.66667135106
2387,219610.55349542256
2388,179849.70607225783
2389,158173.65075959507
2390,179437.71023536084
2391,198992.39136949414
2392,192032.88168599957
2393,225272.8007544299
2394,267599.1194584675
2395,217571.13401528203
2396,195510.87730360666
2397,305196.7909653761
2398,167032.3851454974
